Index,Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,Time,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
2668,1229,1,0.3599999999999999,creg4b,8,-1257.1515053513388,,1067.6,9,-6,11,12,-13,8,-15,
2669,1230,1,0.3599999999999999,creg4b,-1,-1266.0965705933552,,1068.0,9,-6,11,12,-13,-1,-15,
2670,1231,1,0.3599999999999999,creg4c,-6,-1296.4855999066913,,1068.4,9,-6,11,12,-13,-1,-6,
2671,1232,1,0.3599999999999999,creg4b,-1,-1291.9855999066913,,1068.8,9,-6,11,12,-13,-1,-6,
2672,1233,1,0.3599999999999999,creg4b,-1,-1291.9855999066913,,1069.2,9,-6,11,12,-13,-1,-6,
2673,1234,1,0.3599999999999999,creg4b,-1,-1291.9855999066913,,1069.6,9,-6,11,12,-13,-1,-6,
2674,1235,1,0.3599999999999999,creg4b,-1,-1291.9855999066913,,1070.0,9,-6,11,12,-13,-1,-6,
2675,1236,1,0.3599999999999999,creg4b,-1,-1291.9855999066913,,1070.4,9,-6,11,12,-13,-1,-6,
2676,1237,1,0.3599999999999999,creg4a,11,-1666.2441547727783,,1070.8,9,-6,11,12,11,-1,-6,
2677,1238,1,0.3599999999999999,creg4a,11,-1654.2441547727783,,1071.2,9,-6,11,12,11,-1,-6,
2678,1239,1,0.3599999999999999,creg4a,11,-1654.2441547727783,,1071.6,9,-6,11,12,11,-1,-6,
2679,1240,1,0.3599999999999999,creg3a,-7,-1623.1631551964747,,1072.0,9,-6,-7,12,11,-1,-6,
2680,1241,1,0.3599999999999999,creg4a,11,-1614.1631551964747,,1072.4,9,-6,-7,12,11,-1,-6,
2681,1242,1,0.3599999999999999,creg1a,-4,-469.0565312717093,,1072.8,-4,-6,-7,12,11,-1,-6,
2682,1243,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1073.2,-4,-6,-7,12,11,-1,-6,
2683,1244,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1073.6,-4,-6,-7,12,11,-1,-6,
2684,1245,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1074.0,-4,-6,-7,12,11,-1,-6,
2685,1246,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1074.4,-4,-6,-7,12,11,-1,-6,
2686,1247,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1074.8,-4,-6,-7,12,11,-1,-6,
2687,1248,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1075.2,-4,-6,-7,12,11,-1,-6,
2688,1249,1,0.3599999999999999,creg4c,-6,-462.5565312717093,,1075.6,-4,-6,-7,12,11,-1,-6,
2689,1250,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1076.0,-4,-6,-7,12,11,-1,-6,
2690,1251,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1076.4,-4,-6,-7,12,11,-1,-6,
2691,1252,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1076.8,-4,-6,-7,12,11,-1,-6,
2692,1253,1,0.3599999999999999,creg4a,-6,-859.835951599741,,1077.2,-4,-6,-7,12,-6,-1,-6,
2693,1254,1,0.3599999999999999,creg4a,11,-471.0565312717093,,1077.6,-4,-6,-7,12,11,-1,-6,
2694,1255,1,0.3599999999999999,creg4a,11,-462.5565312717093,,1078.0,-4,-6,-7,12,11,-1,-6,
2695,1256,1,0.3599999999999999,creg4b,-12,-777.2851983355762,,1078.4,-4,-6,-7,12,11,-12,-6,
2696,1257,1,0.3599999999999999,creg4a,11,-771.7851983355762,,1078.8,-4,-6,-7,12,11,-12,-6,
2697,1258,1,0.3599999999999999,creg4a,0,-771.7851983355762,,1079.2,-4,-6,-7,12,11,-12,-6,
2698,1259,1,0.3599999999999999,creg4a,12,-801.8643405987361,,1079.6,-4,-6,-7,12,12,-12,-6,
2699,1260,1,0.3599999999999999,creg4a,11,-771.7851983355762,,1080.0,-4,-6,-7,12,11,-12,-6,
2700,1261,1,0.3599999999999999,creg2a,10,-739.8532955356438,,1080.4,-4,10,-7,12,11,-12,-6,
2701,1262,1,0.3599999999999999,creg4a,-10,-1130.5805146094826,,1080.8,-4,10,-7,12,-10,-12,-6,
2702,1263,1,0.3599999999999999,creg4a,11,-742.3532955356438,,1081.2,-4,10,-7,12,11,-12,-6,
2703,1264,1,0.3599999999999999,creg4a,11,-731.8532955356438,,1081.6,-4,10,-7,12,11,-12,-6,
2704,1265,1,0.3599999999999999,creg1a,-3,-761.9506024642291,,1082.0,-3,10,-7,12,11,-12,-6,
2705,1266,1,0.3599999999999999,creg4b,-15,-773.2504817629015,,1082.4,-3,10,-7,12,11,-15,-6,
2706,1267,1,0.3599999999999999,creg1a,-3,-771.7504817629015,,1082.8,-3,10,-7,12,11,-15,-6,
2707,1268,1,0.3599999999999999,creg1a,-3,-771.7504817629015,,1083.2,-3,10,-7,12,11,-15,-6,
2708,1269,1,0.3599999999999999,creg2a,0,-771.7504817629015,,1083.6,-3,10,-7,12,11,-15,-6,
2709,1270,1,0.3599999999999999,creg2a,-2,-777.7012131122337,,1084.0,-3,-2,-7,12,11,-15,-6,
2710,1271,1,0.3599999999999999,creg2a,12,-778.7590323655058,,1084.4,-3,12,-7,12,11,-15,-6,
2711,1272,1,0.3599999999999999,creg2a,-2,-778.7012131122337,,1084.8,-3,-2,-7,12,11,-15,-6,
2712,1273,1,0.3599999999999999,creg4a,3,-735.118496852318,,1085.2,-3,-2,-7,12,3,-15,-6,
2713,1274,1,0.3599999999999999,creg2a,-2,-731.118496852318,,1085.6,-3,-2,-7,12,3,-15,-6,
2714,1275,1,0.3599999999999999,creg2a,-2,-731.118496852318,,1086.0,-3,-2,-7,12,3,-15,-6,
2715,1276,1,0.3599999999999999,creg2a,-2,-731.118496852318,,1086.4,-3,-2,-7,12,3,-15,-6,
2716,1277,1,0.3599999999999999,creg2a,-10,-775.0817661541237,,1086.8,-3,-10,-7,12,3,-15,-6,
2717,1278,1,0.3599999999999999,creg2a,-2,-735.118496852318,,1087.2,-3,-2,-7,12,3,-15,-6,
2718,1279,1,0.3599999999999999,creg2a,-2,-731.118496852318,,1087.6,-3,-2,-7,12,3,-15,-6,
2719,1280,1,0.3599999999999999,creg2a,-2,-731.118496852318,,1088.0,-3,-2,-7,12,3,-15,-6,
2720,1281,1,0.3599999999999999,creg2a,-2,-731.118496852318,,1088.4,-3,-2,-7,12,3,-15,-6,
2721,1282,1,0.3599999999999999,creg4c,4,-376.65870724904033,,1088.8,-3,-2,-7,12,3,-15,4,
2722,1283,1,0.3599999999999999,creg2a,-2,-371.65870724904033,,1089.2,-3,-2,-7,12,3,-15,4,
2723,1284,1,0.3599999999999999,creg2a,-2,-371.65870724904033,,1089.6,-3,-2,-7,12,3,-15,4,
2724,1285,1,0.3599999999999999,creg1a,0,-371.65870724904033,,1090.0,-3,-2,-7,12,3,-15,4,
2725,1286,1,0.3599999999999999,creg4c,11,-525.5969961564234,,1090.4,-3,-2,-7,12,3,-15,11,
2726,1287,1,0.3599999999999999,creg4c,11,-522.0969961564234,,1090.8,-3,-2,-7,12,3,-15,11,
2727,1288,1,0.3599999999999999,creg4c,11,-522.0969961564234,,1091.2,-3,-2,-7,12,3,-15,11,
2728,1289,1,0.3599999999999999,creg4c,11,-522.0969961564234,,1091.6,-3,-2,-7,12,3,-15,11,
2729,1290,1,0.3599999999999999,creg4c,16,-735.1217963085244,,1092.0,-3,-2,-7,12,3,-15,16,
2730,1291,1,0.3599999999999999,creg4c,11,-524.5969961564234,,1092.4,-3,-2,-7,12,3,-15,11,
2731,1292,1,0.3599999999999999,creg4c,11,-522.0969961564234,,1092.8,-3,-2,-7,12,3,-15,11,
2732,1293,1,0.3599999999999999,creg4c,11,-522.0969961564234,,1093.2,-3,-2,-7,12,3,-15,11,
2733,1294,1,0.3599999999999999,creg4c,11,-522.0969961564234,,1093.6,-3,-2,-7,12,3,-15,11,
2734,1295,1,0.3599999999999999,creg4c,11,-522.0969961564234,,1094.0,-3,-2,-7,12,3,-15,11,
2735,1296,1,0.3599999999999999,creg1a,-1,-783.3061092695943,,1094.4,-1,-2,-7,12,3,-15,11,
2736,1297,1,0.3599999999999999,creg2a,-7,-824.7861651213801,,1094.8,-1,-7,-7,12,3,-15,11,
2737,1298,1,0.3599999999999999,creg4c,11,-822.2861651213801,,1095.2,-1,-7,-7,12,3,-15,11,
2738,1299,1,0.3599999999999999,creg4c,11,-822.2861651213801,,1095.6,-1,-7,-7,12,3,-15,11,
2739,1300,1,0.3599999999999999,creg2a,10,-790.8543880843453,,1096.0,-1,10,-7,12,3,-15,11,
2740,1301,1,0.3599999999999999,creg4c,11,-782.3543880843453,,1096.4,-1,10,-7,12,3,-15,11,
2741,1302,1,0.3599999999999999,creg4c,11,-782.3543880843453,,1096.8,-1,10,-7,12,3,-15,11,
2742,1303,1,0.3599999999999999,creg4a,1,-783.2335027656961,,1097.2,-1,10,-7,12,1,-15,11,
2743,1304,1,0.3599999999999999,creg4c,11,-782.2335027656961,,1097.6,-1,10,-7,12,1,-15,11,
2744,1305,1,0.3599999999999999,creg1a,2,-784.0655200891873,,1098.0,2,10,-7,12,1,-15,11,
2745,1306,1,0.3599999999999999,creg4b,0,-782.5655200891873,,1098.4,2,10,-7,12,1,-15,11,
2746,1307,1,0.3599999999999999,creg4c,11,-782.5655200891873,,1098.8,2,10,-7,12,1,-15,11,
2747,1308,1,0.3599999999999999,creg2a,-7,-750.9953626769529,,1099.2,2,-7,-7,12,1,-15,11,
2748,1309,1,0.3599999999999999,creg4a,0,-742.4953626769529,,1099.6,2,-7,-7,12,1,-15,11,
2749,1310,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1100.0,2,-7,-7,12,1,-15,11,
2750,1311,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1100.4,2,-7,-7,12,1,-15,11,
2751,1312,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1100.8,2,-7,-7,12,1,-15,11,
2752,1313,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1101.2,2,-7,-7,12,1,-15,11,
2753,1314,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1101.6,2,-7,-7,12,1,-15,11,
2754,1315,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1102.0,2,-7,-7,12,1,-15,11,
2755,1316,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1102.4,2,-7,-7,12,1,-15,11,
2756,1317,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1102.8,2,-7,-7,12,1,-15,11,
2757,1318,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1103.2,2,-7,-7,12,1,-15,11,
2758,1319,1,0.3599999999999999,creg4c,11,-742.4953626769529,,1103.6,2,-7,-7,12,1,-15,11,
2759,1320,1,0.3599999999999999,creg4a,-1,-743.3799705860224,,1104.0,2,-7,-7,12,-1,-15,11,
2760,1321,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1104.4,2,-7,-7,12,-1,-15,11,
2761,1322,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1104.8,2,-7,-7,12,-1,-15,11,
2762,1323,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1105.2,2,-7,-7,12,-1,-15,11,
2763,1324,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1105.6,2,-7,-7,12,-1,-15,11,
2764,1325,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1106.0,2,-7,-7,12,-1,-15,11,
2765,1326,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1106.4,2,-7,-7,12,-1,-15,11,
2766,1327,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1106.8,2,-7,-7,12,-1,-15,11,
2767,1328,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1107.2,2,-7,-7,12,-1,-15,11,
2768,1329,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1107.6,2,-7,-7,12,-1,-15,11,
2769,1330,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1108.0,2,-7,-7,12,-1,-15,11,
2770,1331,1,0.3599999999999999,creg4c,11,-742.3799705860224,,1108.4,2,-7,-7,12,-1,-15,11,
2771,1332,1,0.3599999999999999,creg4a,3,-744.6222660055006,,1108.8,2,-7,-7,12,3,-15,11,
2772,1333,1,0.3599999999999999,creg4b,13,-758.7827319418627,,1109.2,2,-7,-7,12,3,13,11,
2773,1334,1,0.3599999999999999,creg4c,11,-744.7827319418627,,1109.6,2,-7,-7,12,3,13,11,
2774,1335,1,0.3599999999999999,creg4b,5,-507.90438820491585,,1110.0,2,-7,-7,12,3,5,11,
2775,1336,1,0.3599999999999999,creg4c,11,-503.90438820491585,,1110.4,2,-7,-7,12,3,5,11,
2776,1337,1,0.3599999999999999,creg3c,-9,-514.3904069603118,,1110.8,2,-7,-7,-9,3,5,11,
2777,1338,1,0.3599999999999999,creg3c,-9,-503.89040696031174,,1111.2,2,-7,-7,-9,3,5,11,
2778,1339,1,0.3599999999999999,creg3c,-9,-503.89040696031174,,1111.6,2,-7,-7,-9,3,5,11,
2779,1340,1,0.3599999999999999,creg3c,-9,-503.89040696031174,,1112.0,2,-7,-7,-9,3,5,11,
2780,1341,1,0.3599999999999999,creg3c,-9,-503.89040696031174,,1112.4,2,-7,-7,-9,3,5,11,
2781,1342,1,0.3599999999999999,creg3c,-9,-503.89040696031174,,1112.8,2,-7,-7,-9,3,5,11,
2782,1343,1,0.3599999999999999,creg3c,-9,-503.89040696031174,,1113.2,2,-7,-7,-9,3,5,11,
2783,1344,1,0.3599999999999999,creg2a,10,-552.465437991869,,1113.6,2,10,-7,-9,3,5,11,
2784,1345,1,0.3599999999999999,creg3c,-9,-543.965437991869,,1114.0,2,10,-7,-9,3,5,11,
2785,1346,1,0.3599999999999999,creg3c,-9,-543.965437991869,,1114.4,2,10,-7,-9,3,5,11,
2786,1347,1,0.3599999999999999,creg4c,13,-545.1738410793646,,1114.8,2,10,-7,-9,3,5,13,
2787,1348,1,0.3599999999999999,creg3c,-9,-544.1738410793646,,1115.2,2,10,-7,-9,3,5,13,
2788,1349,1,0.3599999999999999,creg3c,-9,-544.1738410793646,,1115.6,2,10,-7,-9,3,5,13,
2789,1350,1,0.3599999999999999,creg3c,-9,-544.1738410793646,,1116.0,2,10,-7,-9,3,5,13,
2790,1351,1,0.3599999999999999,creg3c,-9,-544.1738410793646,,1116.4,2,10,-7,-9,3,5,13,
2791,1352,1,0.3599999999999999,creg3c,-9,-544.1738410793646,,1116.8,2,10,-7,-9,3,5,13,
2792,1353,1,0.3599999999999999,creg3c,-9,-544.1738410793646,,1117.2,2,10,-7,-9,3,5,13,
2793,1354,1,0.3599999999999999,creg3c,-9,-544.1738410793646,,1117.6,2,10,-7,-9,3,5,13,
2794,1355,1,0.3599999999999999,creg2a,-9,-553.5911858272001,,1118.0,2,-9,-7,-9,3,5,13,
2795,1356,1,0.3599999999999999,creg3c,-9,-544.0911858272001,,1118.4,2,-9,-7,-9,3,5,13,
2796,1357,1,0.3599999999999999,creg3c,-9,-544.0911858272001,,1118.8,2,-9,-7,-9,3,5,13,
2797,1358,1,0.3599999999999999,creg4a,-11,-940.2733665387227,,1119.2,2,-9,-7,-9,-11,5,13,
2798,1359,1,0.3599999999999999,creg3c,-9,-933.2733665387227,,1119.6,2,-9,-7,-9,-11,5,13,
2799,1360,1,0.3599999999999999,creg3c,-9,-933.2733665387227,,1120.0,2,-9,-7,-9,-11,5,13,
2800,1361,1,0.3599999999999999,creg3c,-9,-933.2733665387227,,1120.4,2,-9,-7,-9,-11,5,13,
2801,1362,1,0.3599999999999999,creg3c,-9,-933.2733665387227,,1120.8,2,-9,-7,-9,-11,5,13,
2802,1363,1,0.3599999999999999,creg2a,7,-901.3399711223063,,1121.2,2,7,-7,-9,-11,5,13,
2803,1364,1,0.3599999999999999,creg3c,-9,-893.3399711223063,,1121.6,2,7,-7,-9,-11,5,13,
2804,1365,1,0.3599999999999999,creg1a,4,-1114.694064638381,,1122.0,4,7,-7,-9,-11,5,13,
2805,1366,1,0.3599999999999999,creg1a,4,-1113.694064638381,,1122.4,4,7,-7,-9,-11,5,13,
2806,1367,1,0.3599999999999999,creg1a,4,-1113.694064638381,,1122.8,4,7,-7,-9,-11,5,13,
2807,1368,1,0.3599999999999999,creg1a,4,-1113.694064638381,,1123.2,4,7,-7,-9,-11,5,13,
2808,1369,1,0.3599999999999999,creg1a,9,-1696.8978330146547,,1123.6,9,7,-7,-9,-11,5,13,
2809,1370,1,0.3599999999999999,creg4c,4,-1647.934302817556,,1124.0,9,7,-7,-9,-11,5,4,
2810,1371,1,0.3599999999999999,creg1a,-2,-507.5340521039981,,1124.4,-2,7,-7,-9,-11,5,4,
2811,1372,1,0.3599999999999999,creg1a,4,-1055.7999553233037,,1124.8,4,7,-7,-9,-11,5,4,
2812,1373,1,0.3599999999999999,creg1a,4,-1052.7999553233037,,1125.2,4,7,-7,-9,-11,5,4,
2813,1374,1,0.3599999999999999,creg3a,-15,-1086.7623155556676,,1125.6,4,7,-15,-9,-11,5,4,
2814,1375,1,0.3599999999999999,creg3c,-6,-1084.26196835888,,1126.0,4,7,-15,-6,-11,5,4,
2815,1376,1,0.3599999999999999,creg1a,4,-1082.76196835888,,1126.4,4,7,-15,-6,-11,5,4,
2816,1377,1,0.3599999999999999,creg1a,14,-2299.4199670025123,,1126.8,14,7,-15,-6,-11,5,4,
2817,1378,1,0.3599999999999999,creg1a,4,-1087.76196835888,,1127.2,4,7,-15,-6,-11,5,4,
2818,1379,1,0.3599999999999999,creg1a,14,-2299.4199670025123,,1127.6,14,7,-15,-6,-11,5,4,
2819,1380,1,0.3599999999999999,creg4a,0,-2294.4199670025123,,1128.0,14,7,-15,-6,-11,5,4,
2820,1381,1,0.3599999999999999,creg1a,4,-1087.76196835888,,1128.4,4,7,-15,-6,-11,5,4,
2821,1382,1,0.3599999999999999,creg1a,4,-1082.76196835888,,1128.8,4,7,-15,-6,-11,5,4,
2822,1383,1,0.3599999999999999,creg1a,4,-1082.76196835888,,1129.2,4,7,-15,-6,-11,5,4,
2823,1384,1,0.3599999999999999,creg3a,-4,-1058.3078770686811,,1129.6,4,7,-4,-6,-11,5,4,
2824,1385,1,0.3599999999999999,creg1a,4,-1052.8078770686811,,1130.0,4,7,-4,-6,-11,5,4,
2825,1386,1,0.3599999999999999,creg1a,4,-1052.8078770686811,,1130.4,4,7,-4,-6,-11,5,4,
2826,1387,1,0.3599999999999999,creg1a,4,-1052.8078770686811,,1130.8,4,7,-4,-6,-11,5,4,
2827,1388,1,0.3599999999999999,creg1a,4,-1052.8078770686811,,1131.2,4,7,-4,-6,-11,5,4,
2828,1389,1,0.3599999999999999,creg4c,2,-763.6716594671516,,1131.6,4,7,-4,-6,-11,5,2,
2829,1390,1,0.3599999999999999,creg2a,-10,-721.0963518296306,,1132.0,4,-10,-4,-6,-11,5,2,
2830,1391,1,0.3599999999999999,creg2a,13,-774.2052472207922,,1132.4,4,13,-4,-6,-11,5,2,
2831,1392,1,0.3599999999999999,creg2a,13,-762.7052472207922,,1132.8,4,13,-4,-6,-11,5,2,
2832,1393,1,0.3599999999999999,creg2a,13,-762.7052472207922,,1133.2,4,13,-4,-6,-11,5,2,
2833,1394,1,0.3599999999999999,creg2a,13,-762.7052472207922,,1133.6,4,13,-4,-6,-11,5,2,
2834,1395,1,0.3599999999999999,creg4a,5,-541.5828884741966,,1134.0,4,13,-4,-6,5,5,2,
2835,1396,1,0.3599999999999999,creg2a,13,-533.5828884741966,,1134.4,4,13,-4,-6,5,5,2,
2836,1397,1,0.3599999999999999,creg3a,-12,-577.5547819377222,,1134.8,4,13,-12,-6,5,5,2,
2837,1398,1,0.3599999999999999,creg1a,5,-803.6953850028385,,1135.2,5,13,-12,-6,5,5,2,
2838,1399,1,0.3599999999999999,creg2a,13,-803.6953850028385,,1135.6,5,13,-12,-6,5,5,2,
2839,1400,1,0.3599999999999999,creg2a,13,-803.6953850028385,,1136.0,5,13,-12,-6,5,5,2,
2840,1401,1,0.3599999999999999,creg4a,16,-810.8147318734112,,1136.4,5,13,-12,-6,16,5,2,
2841,1402,1,0.3599999999999999,creg2a,13,-805.3147318734112,,1136.8,5,13,-12,-6,16,5,2,
2842,1403,1,0.3599999999999999,creg3a,10,-816.3954197687169,,1137.2,5,13,10,-6,16,5,2,
2843,1404,1,0.3599999999999999,creg4b,0,-805.3954197687169,,1137.6,5,13,10,-6,16,5,2,
2844,1405,1,0.3599999999999999,creg2a,-6,-774.8002630358715,,1138.0,5,-6,10,-6,16,5,2,
2845,1406,1,0.3599999999999999,creg4a,-4,-393.1129276208376,,1138.4,5,-6,10,-6,-4,5,2,
2846,1407,1,0.3599999999999999,creg2a,13,-432.70771885586475,,1138.8,5,13,10,-6,-4,5,2,
2847,1408,1,0.3599999999999999,creg2a,2,-388.64806879347356,,1139.2,5,2,10,-6,-4,5,2,
2848,1409,1,0.3599999999999999,creg3c,-10,-385.1485329774467,,1139.6,5,2,10,-10,-4,5,2,
2849,1410,1,0.3599999999999999,creg3c,-10,-383.1485329774467,,1140.0,5,2,10,-10,-4,5,2,
2850,1411,1,0.3599999999999999,creg2a,-9,-388.60064706760613,,1140.4,5,-9,10,-10,-4,5,2,
2851,1412,1,0.3599999999999999,creg3c,-10,-383.10064706760613,,1140.8,5,-9,10,-10,-4,5,2,
2852,1413,1,0.3599999999999999,creg3c,-10,-383.10064706760613,,1141.2,5,-9,10,-10,-4,5,2,
2853,1414,1,0.3599999999999999,creg3c,-10,-383.10064706760613,,1141.6,5,-9,10,-10,-4,5,2,
2854,1415,1,0.3599999999999999,creg3c,-10,-383.10064706760613,,1142.0,5,-9,10,-10,-4,5,2,
2855,1416,1,0.3599999999999999,creg4a,-4,-383.10064706760613,,1142.4,5,-9,10,-10,-4,5,2,
2856,1417,1,0.3599999999999999,creg4a,14,-773.969045664768,,1142.8,5,-9,10,-10,14,5,2,
2857,1418,1,0.3599999999999999,creg2a,6,-812.5367102118344,,1143.2,5,6,10,-10,14,5,2,
2858,1419,1,0.3599999999999999,creg2a,-2,-768.9990303644585,,1143.6,5,-2,10,-10,14,5,2,
2859,1420,1,0.3599999999999999,creg3c,-10,-764.9990303644585,,1144.0,5,-2,10,-10,14,5,2,
2860,1421,1,0.3599999999999999,creg1a,1,-536.3396625813218,,1144.4,1,-2,10,-10,14,5,2,
2861,1422,1,0.3599999999999999,creg3a,-14,-536.2512117946308,,1144.8,1,-2,-14,-10,14,5,2,
2862,1423,1,0.3599999999999999,creg4a,13,-524.1023786576424,,1145.2,1,-2,-14,-10,13,5,2,
2863,1424,1,0.3599999999999999,creg4b,-1,-506.663167746867,,1145.6,1,-2,-14,-10,13,-1,2,
2864,1425,1,0.3599999999999999,creg3c,-15,-506.1446737803156,,1146.0,1,-2,-14,-15,13,-1,2,
2865,1426,1,0.3599999999999999,creg4a,-1,-119.41813555348733,,1146.4,1,-2,-14,-15,-1,-1,2,
2866,1427,1,0.3599999999999999,creg3c,-15,-112.41813555348733,,1146.8,1,-2,-14,-15,-1,-1,2,
2867,1428,1,0.3599999999999999,creg4c,12,-478.22319627169117,,1147.2,1,-2,-14,-15,-1,-1,12,
2868,1429,1,0.3599999999999999,creg3c,-15,-473.22319627169117,,1147.6,1,-2,-14,-15,-1,-1,12,
2869,1430,1,0.3599999999999999,creg4a,3,-475.4356431942275,,1148.0,1,-2,-14,-15,3,-1,12,
2870,1431,1,0.3599999999999999,creg3c,-15,-473.4356431942275,,1148.4,1,-2,-14,-15,3,-1,12,
2871,1432,1,0.3599999999999999,creg3c,-15,-473.4356431942275,,1148.8,1,-2,-14,-15,3,-1,12,
2872,1433,1,0.3599999999999999,creg3c,-10,-475.952998135853,,1149.2,1,-2,-14,-10,3,-1,12,
2873,1434,1,0.3599999999999999,creg2a,-5,-474.94103343563734,,1149.6,1,-5,-14,-10,3,-1,12,
2874,1435,1,0.3599999999999999,creg3c,-10,-473.44103343563734,,1150.0,1,-5,-14,-10,3,-1,12,
2875,1436,1,0.3599999999999999,creg2a,11,-521.5098951326551,,1150.4,1,11,-14,-10,3,-1,12,
2876,1437,1,0.3599999999999999,creg3c,-10,-513.5098951326551,,1150.8,1,11,-14,-10,3,-1,12,
2877,1438,1,0.3599999999999999,creg3c,-10,-513.5098951326551,,1151.2,1,11,-14,-10,3,-1,12,
2878,1439,1,0.3599999999999999,creg3c,-10,-513.5098951326551,,1151.6,1,11,-14,-10,3,-1,12,
2879,1440,1,0.3599999999999999,creg3c,-10,-513.5098951326551,,1152.0,1,11,-14,-10,3,-1,12,
2880,1,1,0.3599999999999999,creg3c,-10,-513.5098951326551,,1152.4,1,11,-14,-10,3,-1,12,
2881,2,1,0.3599999999999999,creg3c,-10,-513.5098951326551,,1152.8,1,11,-14,-10,3,-1,12,
2882,3,1,0.3599999999999999,creg3c,-10,-513.5098951326551,,1153.2,1,11,-14,-10,3,-1,12,
2883,4,1,0.3599999999999999,creg3a,-13,-513.5152318682156,,1153.6,1,11,-13,-10,3,-1,12,
2884,5,1,0.3599999999999999,creg1a,-4,-275.59068998488124,,1154.0,-4,11,-13,-10,3,-1,12,
2885,6,1,0.3599999999999999,creg3a,4,-241.66708760312167,,1154.4,-4,11,4,-10,3,-1,12,
2886,7,1,0.3599999999999999,creg3c,-10,-233.16708760312167,,1154.8,-4,11,4,-10,3,-1,12,
2887,8,1,0.3599999999999999,creg4a,8,-215.93982241049287,,1155.2,-4,11,4,-10,8,-1,12,
2888,9,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1155.6,-4,11,4,-10,8,-1,12,
2889,10,1,0.3599999999999999,creg3c,-3,-206.9649441565876,,1156.0,-4,11,4,-3,8,-1,12,
2890,11,1,0.3599999999999999,creg3c,-10,-216.93982241049287,,1156.4,-4,11,4,-10,8,-1,12,
2891,12,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1156.8,-4,11,4,-10,8,-1,12,
2892,13,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1157.2,-4,11,4,-10,8,-1,12,
2893,14,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1157.6,-4,11,4,-10,8,-1,12,
2894,15,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1158.0,-4,11,4,-10,8,-1,12,
2895,16,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1158.4,-4,11,4,-10,8,-1,12,
2896,17,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1158.8,-4,11,4,-10,8,-1,12,
2897,18,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1159.2,-4,11,4,-10,8,-1,12,
2898,19,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1159.6,-4,11,4,-10,8,-1,12,
2899,20,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1160.0,-4,11,4,-10,8,-1,12,
2900,21,1,0.3599999999999999,creg3c,4,-160.46458431953712,,1160.4,-4,11,4,4,8,-1,12,
2901,22,1,0.3599999999999999,creg3c,-10,-220.43982241049287,,1160.8,-4,11,4,-10,8,-1,12,
2902,23,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1161.2,-4,11,4,-10,8,-1,12,
2903,24,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1161.6,-4,11,4,-10,8,-1,12,
2904,25,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1162.0,-4,11,4,-10,8,-1,12,
2905,26,1,0.3599999999999999,creg3c,-10,-213.43982241049287,,1162.4,-4,11,4,-10,8,-1,12,
2906,27,1,0.3599999999999999,creg3a,-10,-260.3802006511696,,1162.8,-4,11,-10,-10,8,-1,12,
2907,28,1,0.3599999999999999,creg3c,-10,-253.3802006511696,,1163.2,-4,11,-10,-10,8,-1,12,
